project_code,project_name,agency,ministry,sector,state,approval_date,start_date,original_completion_date,revised_completion_date,actual_completion_date,original_cost,revised_cost,cumulative_expenditure,report_month,approval_date_raw,start_date_raw,original_completion_date_raw,revised_completion_date_raw,actual_completion_date_raw,original_cost_raw,revised_cost_raw,cumulative_expenditure_raw,source_file,source_page,source_row_number,source_serial_number,extraction_method
N24000678,TWO LANING OF AKAJAN LIKABALI BAME ROAD ON EPC BASIS FROM EXISTING KM 71.000 TO KM 99.000 (DESIGN KM,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,ROAD TRANSPORT AND HIGHWAYS,,,,2021-03,,,284.09,,284.02,2023-07,,,03/2021,,,284.09,,284.02,FR_july1_2023.pdf,30,7,88,pdfplumber-table2-v1
N24000679,TWO LANING OF EXISTING HAYULIANG HAWAI ROAD ON EPC BASIS FROM DESIGN KM. 17.000 (KHUPA) TO KM. 34.00,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,ROAD TRANSPORT AND HIGHWAYS,,,,2020-11,,,195.23,,209.93,2023-07,,,11/2020,,,195.23,,209.93,FR_july1_2023.pdf,30,8,89,pdfplumber-table2-v1
N24000680,TWO LANING OF EXISTING HAYULIANG HAWAI ROAD ON EPC BASIS FROM DESIGN KM. 34.000 TO KM. 51.825 [EXIST,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,ROAD TRANSPORT AND HIGHWAYS,,,,2020-11,,,203.36,,211.33,2023-07,,,11/2020,,,203.36,,211.33,FR_july1_2023.pdf,30,9,90,pdfplumber-table2-v1
N24001510,4L FROM KM 42.000 TO KM 80.00 OF DODABALLAPUR BYPASS TO HOSKOTE SECTION OF NH-648 (OLD NH- 207) ON H PPP BOT (Hybrid Annuity),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,ROAD TRANSPORT AND HIGHWAYS,,,,2021-02,,,1278.0,,950.43,2023-07,,,02/2021,,,"1,278.00",,950.43,FR_july1_2023.pdf,30,10,91,pdfplumber-table2-v1
N16000342,"CONSTRUCTION OF GRASS ROOT PETROLEUM TOP AT ATCHUTAPURAM, ANDHRA PRADESH",INDIAN OIL CORPORATION LIMITED,,PETROLEUM,,,,2021-04,,,466.0,,415.73,2023-08,,,04/2021,,,466.00,,415.73,FR_august_2023.pdf,31,15,92,pdfplumber-table2-v1
N24000205,SIX LANING OF CHANDIKHOL-JAGATPUR-BHUBANESWAR PPP (BOT),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,ROAD TRANSPORT AND HIGHWAYS,,,,2014-06,,,1047.0,,1855.0,2023-08,,,06/2014,,,"1,047.00",,"1,855.00",FR_august_2023.pdf,31,18,93,pdfplumber-table2-v1
N24000308,CONSTRUCTION OF A NEW 2-LANE HIGHWAY FROM KM 71/00 TO 99/83 IN MIZORAM TO SUPPORT KALADAN MULTI MOD ITEM RATE,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2010-10,,,193.69,,364.32,2023-08,,,10/2010,,,193.69,,364.32,FR_august_2023.pdf,31,19,94,pdfplumber-table2-v1
N24000415,CONSTRUCTION OF A NEW 2-LANE HIGHWAY FROM KM 0.00 (ON NH- 54 NEAR LAWNGTLAI) ITEM RATE,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2010-10,,,195.04,,415.11,2023-08,,,10/2010,,,195.04,,415.11,FR_august_2023.pdf,31,20,95,pdfplumber-table2-v1
N24000501,FOUR LANING OF FORBESGANJ - JOGBANI,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,ROAD TRANSPORT AND HIGHWAYS,,,,2018-04,,,322.09,,286.33,2023-08,,,04/2018,,,322.09,,286.33,FR_august_2023.pdf,31,21,96,pdfplumber-table2-v1
N24000699,REHABILITATION AND UP-GRADATION OF BIRAMITRAPUR TO BRAHMANI BYPASS (PKG-I) Central Sector Projects,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,ROAD TRANSPORT AND HIGHWAYS,,,,2020-11,,,476.56,,311.77,2023-08,,,11/2020,,,476.56,,311.77,FR_august_2023.pdf,31,22,97,pdfplumber-table2-v1
N24000731,REHABILITATION AND UP-GRADATION OF EXISTING 2-LANE TO 4 LANE OF KOIDA (KM206.20) TO RAJAMUNDA (KM 25,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,ROAD TRANSPORT AND HIGHWAYS,,,,2020-05,,,953.09,,731.39,2023-08,,,05/2020,,,953.09,,731.39,FR_august_2023.pdf,31,23,98,pdfplumber-table2-v1
N24000844,SIX LANNING OF NH-5 (NEW NH-16) FROM TANGI TO BHUBANESHWAR (KM 355.000 TO KM 414.000) EPC,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,ROAD TRANSPORT AND HIGHWAYS,,,,2021-04,,,806.11,,737.93,2023-08,,,04/2021,,,806.11,,737.93,FR_august_2023.pdf,31,24,99,pdfplumber-table2-v1
N24000845,SIX / FOUR LANING OF NH 5 (NEW NH 16) FROM PUINTOLA TO TANGI (KM. 284.000 TO KM. 355.000) EPC,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,ROAD TRANSPORT AND HIGHWAYS,,,,2020-12,,,538.41,,415.11,2023-08,,,12/2020,,,538.41,,415.11,FR_august_2023.pdf,31,25,100,pdfplumber-table2-v1
N24000876,REHABILITATION AND UPGRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION OF NANDAKUMAR-CONTAI-CHAN,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-09,,,396.86,,325.22,2023-08,,,09/2019,,,396.86,,325.22,FR_august_2023.pdf,32,4,101,pdfplumber-table2-v1
N24000915,WIDENING TO 2LPS FROM 58/00 TO 116/10 OF NH-153B (NAKTIDEUL TO BOUDH) IN THE STATE OF ODISHA,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2018-04,,,206.88,,123.5,2023-08,,,04/2018,,,206.88,,123.50,FR_august_2023.pdf,32,5,102,pdfplumber-table2-v1
N24000916,WIDENING TO 2LPS FROM 173/37 TO 229/40 OF NH-59 IN THE STATE OF ODISHA,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2018-08,,,214.23,,179.48,2023-08,,,08/2018,,,214.23,,179.48,FR_august_2023.pdf,32,6,103,pdfplumber-table2-v1
N24001181,CONSTRUCTION OF A NEW 2-LANE HIGHWAY FROM KM 38/00 TO 71/00 IN MIZORAM TO SUPPORT KALADAN MULTI MOD,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2014-09,,,186.96,,312.5,2023-08,,,09/2014,,,186.96,,312.50,FR_august_2023.pdf,32,7,104,pdfplumber-table2-v1
N24001307,WIDENING TO 2-LANE WITH PAVED SHOULDER IN/C GEOMETRIC IMPROVEMENT FROM KM 397.00 TO KM 422.00 ( 25 K EPC,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2022-12,,,197.67,,211.12,2023-08,,,12/2022,,,197.67,,211.12,FR_august_2023.pdf,32,8,105,pdfplumber-table2-v1
N24001713,2ND FLYOVER (LCW) PARALLEL TO EXISTING FLYOVER IN KISHANGANJ TOWN. EPC,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,ROAD TRANSPORT AND HIGHWAYS,,,,2020-06,,,150.21,,150.98,2023-08,,,06/2020,,,150.21,,150.98,FR_august_2023.pdf,32,9,106,pdfplumber-table2-v1
N12000086,NMDC INTEGRATED STEEL PLANT,NATIONAL MINERAL DEVELOPMENT CORPORATION (NMDC),,STEEL,,,,2015-05,,,15525.0,,23191.55,2023-09,,,05/2015,,,"15,525.00",,"23,191.55",FR_sept_2023.pdf,30,14,107,pdfplumber-table2-v1
N16000334,BARAUNI-GUWAHATI PIPELINE,GAS AUTHORITY OF INDIA LIMITED,,PETROLEUM,,,,2021-12,,,3308.0,,3687.1,2023-09,,,12/2021,,,"3,308.00",,"3,687.10",FR_sept_2023.pdf,30,17,108,pdfplumber-table2-v1
N16000373,RESITEMENT OF RANCHI AND DHANBAD OLD POL DEPOT AT BOKARO.,BHARAT PETROLEUM CORPORATION LIMITED,,PETROLEUM,,,,2022-06,,,248.55,,232.05,2023-09,,,06/2022,,,248.55,,232.05,FR_sept_2023.pdf,30,18,109,pdfplumber-table2-v1
N24000252,CONSTRUCTION OF MAJOR BRIDGE WITH APPROACHES ACROSS PRANHITA RIVER AT KM 57.300 ON NH-63(16) EPC,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,,,,168.3,,100.56,2023-09,,,-,,,168.30,,100.56,FR_sept_2023.pdf,30,21,110,pdfplumber-table2-v1
N24000412,MANGAWA-MP/UP BORDER SECTION OF NH-27 (4L) IN MP BOT (TOLL),MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2015-04,,,410.72,,392.45,2023-09,,,04/2015,,,410.72,,392.45,FR_sept_2023.pdf,30,22,111,pdfplumber-table2-v1
N24000718,6-LANING OF EXISTING 2-LANE (I) NANDIGAMA BYPASS FROM KM 220.700 TO KM 226.600 (DESIGN CHAINAGE FROM,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,ROAD TRANSPORT AND HIGHWAYS,,,,2019-06,,,328.67,,333.18,2023-09,,,06/2019,,,328.67,,333.18,FR_sept_2023.pdf,30,23,112,pdfplumber-table2-v1
N24000872,UPGRADATION OF MORENA-PORSA ROAD TO 2L + PS,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2018-08,,,166.21,,155.1,2023-09,,,08/2018,,,166.21,,155.10,FR_sept_2023.pdf,30,24,113,pdfplumber-table2-v1
N24000894,UPGRADATION OF MAKSUDANGARH-SIRONJ ROAD TO 2L + PS,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2018-03,,,279.44,,234.24,2023-09,,,03/2018,,,279.44,,234.24,FR_sept_2023.pdf,30,25,114,pdfplumber-table2-v1
N24001006,AKOT TO ANJANGAON,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-06,,,245.77,,221.84,2023-09,,,06/2019,,,245.77,,221.84,FR_sept_2023.pdf,30,26,115,pdfplumber-table2-v1
N24001009,KHAMGAON TO SHEGAON,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-05,,,203.21,,163.81,2023-09,,,05/2019,,,203.21,,163.81,FR_sept_2023.pdf,31,4,116,pdfplumber-table2-v1
N24001010,SHEGAON TO DEORI PHATA,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-05,,,373.1,,320.45,2023-09,,,05/2019,,,373.10,,320.45,FR_sept_2023.pdf,31,5,117,pdfplumber-table2-v1
N24001014,NANDGAON TO MORSHI,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-06,,,385.87,,258.29,2023-09,,,06/2019,,,385.87,,258.29,FR_sept_2023.pdf,31,6,118,pdfplumber-table2-v1
N24001015,MORSHI TO ACHALPUR,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-06,,,341.16,,247.86,2023-09,,,06/2019,,,341.16,,247.86,FR_sept_2023.pdf,31,7,119,pdfplumber-table2-v1
N24001016,MORSHI TO MAH/MP BORDER,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-06,,,471.61,,321.02,2023-09,,,06/2019,,,471.61,,321.02,FR_sept_2023.pdf,31,8,120,pdfplumber-table2-v1
N24001019,KATOL TO WARUD,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-06,,,463.62,,265.78,2023-09,,,06/2019,,,463.62,,265.78,FR_sept_2023.pdf,31,9,121,pdfplumber-table2-v1
N24001024,MANGAON TO DIGHI PORT,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-07,,,457.52,,426.61,2023-09,,,07/2019,,,457.52,,426.61,FR_sept_2023.pdf,31,10,122,pdfplumber-table2-v1
N24001025,INDAPAUR TO AGARDANDA,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-07,,,355.17,,318.68,2023-09,,,07/2019,,,355.17,,318.68,FR_sept_2023.pdf,31,11,123,pdfplumber-table2-v1
N24001028,PATGAON KHOPOLI SECTION I,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-12,,,170.0,,125.8,2023-09,,,12/2019,,,170.00,,125.80,FR_sept_2023.pdf,31,12,124,pdfplumber-table2-v1
N24001032,DEORI TO AMGAON,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-05,,,409.62,,290.44,2023-09,,,05/2019,,,409.62,,290.44,FR_sept_2023.pdf,31,13,125,pdfplumber-table2-v1
N24001049,KARAD TO VITA,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-12,,,344.85,,281.41,2023-09,,,12/2019,,,344.85,,281.41,FR_sept_2023.pdf,31,14,126,pdfplumber-table2-v1
N24001052,SANGOLA TO JATH,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-12,,,257.38,,166.31,2023-09,,,12/2019,,,257.38,,166.31,FR_sept_2023.pdf,31,15,127,pdfplumber-table2-v1
N24001053,KARAD TO TAGAON,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-06,,,537.81,,245.41,2023-09,,,06/2019,,,537.81,,245.41,FR_sept_2023.pdf,31,16,128,pdfplumber-table2-v1
N24001056,TEMBHURNI PANDHARPUR MANGALWEDHA MARWADE UMDI,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-07,,,422.02,,302.13,2023-09,,,07/2019,,,422.02,,302.13,FR_sept_2023.pdf,31,17,129,pdfplumber-table2-v1
N24001059,SHIVUR TO YEOLA,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-12,,,181.08,,97.86,2023-09,,,12/2019,,,181.08,,97.86,FR_sept_2023.pdf,31,18,130,pdfplumber-table2-v1
N24001066,LATUR TO PANGAON,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-12,,,336.47,,203.39,2023-09,,,12/2019,,,336.47,,203.39,FR_sept_2023.pdf,31,19,131,pdfplumber-table2-v1
N24001083,CHIKLI TO TAKARKHED,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-12,,,393.1,,255.24,2023-09,,,12/2019,,,393.10,,255.24,FR_sept_2023.pdf,31,20,132,pdfplumber-table2-v1
N24001086,BODHWAD TO STATE BORDER,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-07,,,178.26,,159.96,2023-09,,,07/2019,,,178.26,,159.96,FR_sept_2023.pdf,31,21,133,pdfplumber-table2-v1
N24001089,MALEGAON TO RISOD,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-12,,,303.24,,199.08,2023-09,,,12/2019,,,303.24,,199.08,FR_sept_2023.pdf,32,4,134,pdfplumber-table2-v1
N24001093,ARNI TO NAIGAINBANDI,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-12,,,309.94,,207.17,2023-09,,,12/2019,,,309.94,,207.17,FR_sept_2023.pdf,32,5,135,pdfplumber-table2-v1
N24001094,NAIGAONBANDI TO MANGRULPIR,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-03,,,244.04,,177.94,2023-09,,,03/2019,,,244.04,,177.94,FR_sept_2023.pdf,32,6,136,pdfplumber-table2-v1
N24001096,TALEGAON TO GONAPUR,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-03,,,264.41,,200.42,2023-09,,,03/2019,,,264.41,,200.42,FR_sept_2023.pdf,32,7,137,pdfplumber-table2-v1
N24001098,WARDHA TO HINGAGHAT,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-12,,,216.9,,164.0,2023-09,,,12/2019,,,216.90,,164.00,FR_sept_2023.pdf,32,8,138,pdfplumber-table2-v1
N24001103,SARAD VANI PIMPALGAON,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-07,,,250.46,,198.32,2023-09,,,07/2019,,,250.46,,198.32,FR_sept_2023.pdf,32,9,139,pdfplumber-table2-v1
N24001115,VADPALE TO BHOGAN KHURD,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-11,,,1598.47,,1277.25,2023-09,,,11/2019,,,"1,598.47",,"1,277.25",FR_sept_2023.pdf,32,10,140,pdfplumber-table2-v1
N24001116,GADCHIROLI TO MUL,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-06,,,484.15,,456.25,2023-09,,,06/2019,,,484.15,,456.25,FR_sept_2023.pdf,32,11,141,pdfplumber-table2-v1
N24001117,MUL TO CHANDRAPUR,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-07,,,162.34,,107.56,2023-09,,,07/2019,,,162.34,,107.56,FR_sept_2023.pdf,32,12,142,pdfplumber-table2-v1
N24001118,SAKOLI TO BHANDARA,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-06,,,362.96,,273.57,2023-09,,,06/2019,,,362.96,,273.57,FR_sept_2023.pdf,32,13,143,pdfplumber-table2-v1
N24001128,BHOKAR TO SARSAM,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-07,,,295.09,,186.27,2023-09,,,07/2019,,,295.09,,186.27,FR_sept_2023.pdf,32,14,144,pdfplumber-table2-v1
N24001133,PARSHURAM GHAT TO ARAWALI,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-12,,,983.14,,1108.3,2023-09,,,12/2019,,,983.14,,"1,108.30",FR_sept_2023.pdf,32,15,145,pdfplumber-table2-v1
N24001135,WAKED TO TALEGAON,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-02,,,1244.75,,1025.72,2023-09,,,02/2019,,,"1,244.75",,"1,025.72",FR_sept_2023.pdf,32,16,146,pdfplumber-table2-v1
N24001137,KALMATH TO ZARAP,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2020-03,,,1338.13,,1346.39,2023-09,,,03/2020,,,"1,338.13",,"1,346.39",FR_sept_2023.pdf,32,17,147,pdfplumber-table2-v1
N24001149,RISOD TO HINGOLI,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-12,,,355.99,,247.6,2023-09,,,12/2019,,,355.99,,247.60,FR_sept_2023.pdf,32,18,148,pdfplumber-table2-v1
N24001198,CONSTRUCTION TO TWO LANE WITH PAVED SHOULDERS WITH FLEXIBLE PAVEMENT ON KHALGHAT TO SARWARDEWLA ROAD,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2021-03,,,264.5,,215.21,2023-09,,,03/2021,,,264.50,,215.21,FR_sept_2023.pdf,32,19,149,pdfplumber-table2-v1
N24001298,SIX LANING OF EXISTING 4-LANE ROAD FROM GUNDUGOLANU (DESIGN KM 1023.280) TO KALAPARRU (DESIGN KM 105 EPC,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,ROAD TRANSPORT AND HIGHWAYS,,,,2020-01,,,597.67,,614.2,2023-09,,,01/2020,,,597.67,,614.20,FR_sept_2023.pdf,32,20,150,pdfplumber-table2-v1
N24001312,2-LANING OF CHURACHANDPUR TUIVAI SECTION OF NH-102B (1A PACKAGES) EPC,NATIONAL HIGHWAYS AND INFRASTRUCTURE DEVELOPMENT CORPORATION Ltd.,,ROAD TRANSPORT AND HIGHWAYS,,,,2022-06,,,167.95,,84.16,2023-09,,,06/2022,,,167.95,,84.16,FR_sept_2023.pdf,32,21,151,pdfplumber-table2-v1
N24001340,4-LANING OF DEWAS-UJJAIN OF SECTION NH-148 NG FROM KM 0+000 TO KM 41.42 IN MP ON HAM MODE PPP BOT (Hybrid Annuity),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,ROAD TRANSPORT AND HIGHWAYS,,,,2021-07,,,716.0,,621.09,2023-09,,,07/2021,,,716.00,,621.09,FR_sept_2023.pdf,33,4,152,pdfplumber-table2-v1
N24001517,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 29 EPC,NATIONAL HIGHWAYS AUTHORITY OF INDIA,,ROAD TRANSPORT AND HIGHWAYS,,,,2023-04,,,1523.77,,963.14,2023-09,,,04/2023,,,"1,523.77",,963.14,FR_sept_2023.pdf,33,5,153,pdfplumber-table2-v1
N24001592,4 LANING OF PATHRAPALI TO KATGHORA FROM KM.53.300 TO KM.92.600 PPP BOT (Hybrid Annuity),NATIONAL HIGHWAYS AUTHORITY OF INDIA,,ROAD TRANSPORT AND HIGHWAYS,,,,2022-12,,,865.1,,655.88,2023-09,,,12/2022,,,865.10,,655.88,FR_sept_2023.pdf,33,6,154,pdfplumber-table2-v1
N16000345,PARADIP SOMNATHPUR HALDIA PIPELINE,INDIAN OIL CORPORATION LIMITED,,PETROLEUM,,,,2021-10,,,1297.5,,1129.18,2023-10,,,10/2021,,,"1,297.50",,"1,129.18",FR_oct_2023.pdf,33,11,155,pdfplumber-table2-v1
220100327,KHURDA ROAD - BARANG 3RD LINE (DL) (ECOR),RAIL VIKAS NIGAM LTD.,,RAILWAYS,,,,2009-03,,,133.41,,524.27,2023-10,,,03/2009,,,133.41,,524.27,FR_oct_2023.pdf,33,14,156,pdfplumber-table2-v1
N22000229,"DANKUNI-CHANDANPUR 4TH LINE, 1ST PHASE OF DANKUNI- SHAKTIGARH 4TH LINE WITH MM BARUIPARA FURFURA NL",EASTERN RAILWAYS,,RAILWAYS,,,,2017-03,,,365.17,,686.71,2023-10,,,03/2017,,,365.17,,686.71,FR_oct_2023.pdf,33,15,157,pdfplumber-table2-v1
N22000272,ROHTAK-MEHAM HANSI,NORTHERN RAILWAY,,RAILWAYS,,,,2011-12,,,287.0,,686.2,2023-10,,,12/2011,,,287.00,,686.20,FR_oct_2023.pdf,33,16,158,pdfplumber-table2-v1
N22000315,SAMBALPUR-TALCHER DOUBLING,EAST COAST RAILWAY,,RAILWAYS,,,,2019-02,,,1111.99,,1152.38,2023-10,,,02/2019,,,"1,111.99",,"1,152.38",FR_oct_2023.pdf,33,17,159,pdfplumber-table2-v1
N22000346,EASTERN DEDICATED FREIGHT CORRIDOR PROJECT Central Sector Projects,DEDICATED FREIGHT CORRIDOR CORPORATION OF INDIA LTD,,RAILWAYS,,,,,,,11589.0,,31304.0,2023-10,,,-,,,"11,589.00",,"31,304.00",FR_oct_2023.pdf,33,18,160,pdfplumber-table2-v1
N22000451,MADURAI - MANIYACHI - TUTICORIN (160 KM) DOUBLING,RAIL VIKAS NIGAM LTD.,,RAILWAYS,,,,2020-03,,,760.0,,1860.91,2023-10,,,03/2020,,,760.00,,"1,860.91",FR_oct_2023.pdf,33,19,161,pdfplumber-table2-v1
N22000509,TALGARIA TO BOKARO N/CABIN DOUBLING(38 KM),SOUTH EASTERN RAILWAY,,RAILWAYS,,,,2021-12,,,390.39,,438.04,2023-10,,,12/2021,,,390.39,,438.04,FR_oct_2023.pdf,33,20,162,pdfplumber-table2-v1
N24000574,"ENGINEERING, PROCUREMENT, AND CONSTRUCTION OF REHABILITATION AND UPGRADING TO 2-LANES/2 -LANE WITH P",MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2016-07,,,683.83,,778.05,2023-10,,,07/2016,,,683.83,,778.05,FR_oct_2023.pdf,33,23,163,pdfplumber-table2-v1
N24000950,"WIDENING, STRENGTHENING AND RECONSTRUCTION OF NH-552- EXTN FROM KM 76/600 TO 112/00 (SAWAI MADHOPUR",MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-10,,,187.82,,151.49,2023-10,,,10/2019,,,187.82,,151.49,FR_oct_2023.pdf,33,24,164,pdfplumber-table2-v1
N24000958,UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM KM . 0/0 TO 43/900 OF KUNDAL-NAYA KHEDA-JHADOL-SOM-,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,2019-12,,,370.3,,336.24,2023-10,,,12/2019,,,370.30,,336.24,FR_oct_2023.pdf,33,25,165,pdfplumber-table2-v1
N24001000,STRENGTHENING AND WIDENING TO 2 LANE WITH PAVED SHOULDER FROM KM 103.865 TO 142.050 (GAYA-GOH) OF NH,MINISTRY OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDs),,ROAD TRANSPORT AND HIGHWAYS,,,,,,,153.24,,123.99,2023-10,,,-,,,153.24,,123.99,FR_oct_2023.pdf,33,26,166,pdfplumber-table2-v1
